id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814,-71.08001,Entire home/apt,167,2,85,2019-04-13,0.98,50,99
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719,-71.16816,Private room,80,1,26,2019-05-20,0.35,1,287
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.35881,-71.06547,Entire home/apt,150,30,17,2018-07-30,0.49,9,164
311240,"Upscale Back Bay Studio, River Views",1600541,Marina,,Back Bay,42.35262,-71.08051,Entire home/apt,165,2,187,2019-05-30,2.10,1,137
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29929,-71.05997,Entire home/apt,196,1,226,2019-06-09,2.55,4,44
318050,"South End Room on park by T, Prudential & Back Bay",1632478,Thiago & Niles,,South End,42.3398,-71.07853,Private room,99,2,293,2019-05-29,3.29,1,24
322593,"Chef Kitch, 12 Min to Pru, Patio, Walker'sParadise",1651480,Edward,,South End,42.34349,-71.0768,Entire home/apt,168,3,375,2019-06-04,4.95,4,27
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29129,-71.11396,Entire home/apt,149,2,46,2017-08-20,0.57,1,0
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33824,-71.08172,Entire home/apt,167,2,98,2019-05-20,1.14,50,93
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.32443,-71.10652,Entire home/apt,250,5,5,2015-08-24,0.06,1,0
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29839,-71.05931,Entire home/apt,385,1,23,2019-05-19,0.28,4,192
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417,-71.11541,Entire home/apt,375,3,12,2015-10-04,0.14,1,0
400067,Private Room in Spacious Apartment1,1997048,ToRena,,Dorchester,42.30088,-71.0819,Private room,49,3,22,2019-05-18,0.30,3,279
403587,Beautiful 2 bedroom apt sleeps 7,887148,Dawn,,Charlestown,42.38291,-71.06956,Entire home/apt,595,2,2,2014-03-27,0.03,7,364
414419,Back Bay! Best Location in Boston!,2027295,Ravi,,Back Bay,42.35387,-71.07972,Entire home/apt,75,2,524,2019-05-27,6.03,1,38
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533,-71.05168,Entire home/apt,200,2,7,2014-06-13,0.08,1,0
442735,South End Brownstone Family Home,1592221,Sarah,,South End,42.34362,-71.06799,Entire home/apt,250,2,65,2019-06-09,0.76,1,43
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713,-71.10966,Private room,71,3,289,2019-06-01,3.40,1,189
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147,-71.0832,Entire home/apt,150,2,60,2018-11-06,1.53,89,0
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.34846,-71.0681,Entire home/apt,500,5,12,2019-05-20,0.36,1,135
475988,"Lovely private, 20 mins to dwntwn, near parks +T!",2359572,Kelly,,Jamaica Plain,42.3044,-71.11442,Entire home/apt,207,1,15,2018-10-28,0.76,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,200,2,16,2016-06-26,0.23,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jonathan,,Downtown,42.35439,-71.06009,Entire home/apt,299,4,313,2019-05-24,5.20,1,136
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.35564,-71.05827,Entire home/apt,450,30,0,,,1,358
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.30511,-71.10643,Private room,62,3,9,2016-05-31,0.14,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,2,168,2019-05-21,1.97,5,75
530983,The Grand View | 5BR 2BA | Victorian Home,71783,Lance,,Dorchester,42.31419,-71.06001,Entire home/apt,175,3,64,2019-05-13,0.80,25,235
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167,-71.06168,Entire home/apt,168,2,45,2019-05-29,0.55,25,44
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.32189,-71.06183,Entire home/apt,125,2,53,2019-04-20,0.84,25,360
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31086,-71.06815,Entire home/apt,115,2,287,2019-05-22,3.41,2,282
561769,The Sky View | 3BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.31324,-71.06242,Entire home/apt,142,2,55,2019-05-24,0.66,25,321
568234,City's Hippest Location/Two Bedrooms,2796082,Margaret,,Jamaica Plain,42.30335,-71.10497,Private room,110,1,244,2019-06-07,2.90,2,42
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,110,3,90,2019-04-16,1.27,1,113
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3228,-71.06184,Entire home/apt,125,2,48,2019-05-05,0.58,25,332
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,3,20,2019-02-09,0.44,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33818,-71.06463,Entire home/apt,210,180,33,2017-10-06,0.56,1,133
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118,-71.15316,Entire home/apt,125,2,34,2019-05-31,1.27,25,261
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37669,-71.05031,Entire home/apt,325,2,24,2019-04-29,0.72,4,330
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,3,154,2019-06-08,1.85,1,211
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33809,-71.07454,Private room,175,3,18,2018-12-21,0.53,2,91
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.3359,-71.073,Private room,199,3,12,2018-11-18,0.36,2,108
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,188,1,6,2019-04-15,0.16,1,147
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.33923,-71.08141,Entire home/apt,163,2,108,2019-05-30,1.32,50,92
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893,-71.06331,Entire home/apt,175,28,18,2019-05-31,0.37,9,332
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,100,2,336,2019-06-05,4.14,1,175
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957,-71.10629,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376,-71.114,Private room,90,3,24,2019-06-05,0.30,3,192
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30456,-71.11364,Entire home/apt,225,3,30,2019-06-13,0.40,3,0
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691,-71.11303,Private room,55,300,3,2015-05-22,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581,-71.1126,Entire home/apt,550,3,67,2019-06-01,0.89,2,295
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,90,4,2016-07-01,0.05,2,249
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30681,-71.11052,Private room,65,2,184,2019-06-12,2.51,2,322
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,50,2,141,2019-06-10,3.08,1,322
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639,-71.05537,Entire home/apt,125,1,444,2019-05-30,6.04,6,269
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757,-71.13463,Private room,85,2,36,2019-06-01,0.49,1,364
798957,★2-Story★Walk Score 77 ★ 1200ft² ★ 2 Baths,1651480,Edward,,South End,42.34121,-71.07571,Entire home/apt,295,1,361,2019-05-27,4.85,4,26
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32086,-71.1125,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
801680,*$109 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,169,3,44,2019-05-31,0.55,6,86
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819,-71.09405,Entire home/apt,149,3,43,2019-06-06,0.55,6,150
815639,►Everett-Casino -Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,125,1,511,2019-05-23,6.97,6,340
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628,-71.06141,Entire home/apt,275,2,69,2019-05-25,0.92,2,286
839265,Private Room in Spacious Apartment2,1997048,ToRena,,Dorchester,42.29822,-71.07621,Private room,49,3,24,2018-11-20,0.31,3,287
847808,BACK BAY BOSTON BROWNSTONE ,4426354,Beacon,,Back Bay,42.34984,-71.08795,Private room,75,2,54,2019-03-24,0.69,2,357
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882,-71.13951,Entire home/apt,239,3,135,2019-06-09,2.04,3,213
851927,♥ Transit Score 100 & Walk Score  98! ♥,2204348,Nina,,South End,42.34559,-71.07488,Entire home/apt,140,28,30,2019-06-12,0.70,1,304
863788,Heart of South End. Roof Deck-city views! 2 BR,775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,3,6,2019-05-28,0.08,1,6
886668,Visit Back Bay,4426354,Beacon,,Back Bay,42.3503,-71.08744,Private room,89,2,33,2019-04-02,0.43,2,364
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,125,2,353,2019-05-30,4.65,1,200
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36136,-71.05567,Entire home/apt,200,2,81,2019-06-13,1.32,8,228
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,2,54,2019-01-10,0.78,2,221
916123,"""History""- on the freedom trail 1 Bed Apt",3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,125,1,513,2019-05-30,6.86,6,351
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31886,-71.11452,Entire home/apt,275,3,77,2017-10-16,1.04,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29053,-71.14106,Entire home/apt,119,3,77,2019-05-06,1.08,3,315
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,250,3,52,2019-06-06,0.74,1,322
981793,"Quiet,Cozy Private Bedroom for you!",887148,Dawn,,Charlestown,42.37967,-71.0693,Private room,250,1,0,,,7,365
989163,Perfect 2nd floor studio,5430185,Laura,,South End,42.34286,-71.07339,Entire home/apt,195,5,32,2019-06-02,0.45,7,48
990668,✔Penthouse ✔Skydeck ✔Walk Score 77 ✔Full Kitchen,1651480,Edward,,South End,42.34146,-71.07641,Private room,85,3,241,2019-05-05,3.28,4,4
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,1,64,2019-06-14,2.33,3,293
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,20,2019-04-30,0.27,1,165
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,140,2,244,2019-05-29,3.24,5,61
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,170,2,87,2018-11-16,1.20,1,256
1053924,Furnished North End Waterfront Studio & Elevator,5803565,Brian,,North End,42.36237,-71.05155,Entire home/apt,160,32,2,2019-06-04,0.33,1,317
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,125,2,8,2018-09-09,0.11,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31218,-71.10473,Private room,80,1,26,2019-06-09,0.35,1,349
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633,-71.11902,Entire home/apt,80,14,82,2018-11-30,1.11,2,243
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,90,2,302,2019-06-02,4.07,2,278
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352,-71.09614,Entire home/apt,175,5,87,2019-06-11,1.18,2,82
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,1,0,,,1,0
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33093,-71.07152,Private room,70,4,146,2019-06-13,1.98,1,7
1090413,HynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34502,-71.0803,Private room,100,3,135,2019-06-11,2.27,3,309
1090545,BostonCtrBackBay-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,100,3,92,2019-05-31,1.26,3,291
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,95,5,32,2019-05-18,0.43,9,256
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,439,2,68,2019-05-28,0.97,1,296
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30454,-71.06104,Private room,61,1,188,2019-05-21,2.53,5,310
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.29888,-71.06489,Private room,65,1,271,2019-05-30,3.67,5,237
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30126,-71.06281,Private room,60,1,190,2019-05-26,2.71,5,299
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444,-71.11995,Private room,60,1,344,2017-06-20,4.70,5,0
1141522,"Queen bed - Walk to the Airport, 15min to Downtown",1407005,Izzy,,East Boston,42.37752,-71.03418,Private room,115,1,449,2019-05-30,6.07,4,89
1147871,★ Room in Boston Fantastic Location by Airport ★,1407005,Izzy,,East Boston,42.37761,-71.0352,Private room,105,1,453,2019-05-27,6.13,4,81
1167221,Boston walk to TRAIN 3 room master suite for 3,6391436,Robin,,Jamaica Plain,42.30777,-71.11626,Private room,90,2,204,2018-09-07,3.21,3,16
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,90,8,2019-04-13,0.12,2,286
1170157,Contemporary Fort Hill Condo,5243773,Chad & Mercy,,Roxbury,42.32477,-71.09476,Entire home/apt,135,2,8,2018-08-12,0.11,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,230,2019-06-12,3.26,1,352
1175376,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,1444340,Will,,Roxbury,42.33904,-71.08104,Entire home/apt,275,2,84,2018-08-23,1.15,50,0
1178106,Cozy Tiny Room in Great Boston Location by Airport,1407005,Izzy,,East Boston,42.37669,-71.03428,Private room,99,1,442,2019-05-30,5.99,4,88
1178162,Private Room in Great Location Boston,1407005,Izzy,,East Boston,42.3778,-71.03467,Private room,100,1,401,2019-04-28,5.43,4,87
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.34122,-71.07533,Entire home/apt,150,7,31,2018-08-20,0.43,1,317
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30693,-71.10789,Entire home/apt,200,3,27,2019-04-17,0.43,1,347
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Will,,Roxbury,42.33852,-71.07985,Entire home/apt,167,2,108,2019-04-23,1.49,50,78
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33139,-71.04268,Private room,89,1,34,2015-07-06,0.47,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843,-71.07685,Entire home/apt,165,2,88,2019-05-16,1.27,1,261
1203130,1or 2 bedroom w/stunning city views,887148,Dawn,,Charlestown,42.38129,-71.06704,Private room,395,2,1,2013-08-05,0.01,7,365
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311,-71.07494,Entire home/apt,200,3,20,2019-05-27,0.28,1,147
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.3651,-71.05365,Entire home/apt,159,2,138,2019-06-05,2.09,10,283
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,12,2019-05-28,0.24,1,0
1252289,South End brownstone private room,1462158,Chris & Claire,,South End,42.33534,-71.07426,Private room,99,3,111,2017-09-28,1.53,1,0
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36105,-71.06593,Entire home/apt,200,2,65,2017-08-28,0.89,1,0
1275498,Parlor Level Studio,5430185,Laura,,South End,42.34405,-71.07352,Entire home/apt,160,1,29,2019-06-05,0.41,7,162
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853,-71.08549,Entire home/apt,199,1,35,2015-05-31,0.57,1,0
1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,650,3,23,2018-10-25,0.33,1,364
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838,-71.04694,Private room,76,1,492,2019-06-10,6.84,7,234
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.34567,-71.13922,Entire home/apt,147,3,224,2019-06-12,3.11,1,86
1332786,"Cozy Sunporch, Quick Downtown",6608084,CarneyFamily,,Dorchester,42.30922,-71.04564,Private room,47,1,346,2019-06-09,4.81,7,215
1340649,"1BR in Charming South Boston Condo/Red Line, Beach",7271526,Michaela,,South Boston,42.32825,-71.05704,Private room,125,1,30,2019-05-22,0.52,2,24
1342370,Exposed Brick|Private Balcony|So End 2BR 1BA #1,1444340,Will,,Roxbury,42.33778,-71.07968,Entire home/apt,265,2,114,2019-05-30,1.64,50,31
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.3119,-71.07337,Private room,80,2,53,2019-06-09,1.50,1,168
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32497,-71.08949,Private room,65,28,36,2019-04-15,0.52,5,114
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32642,-71.09013,Private room,67,28,35,2019-05-23,0.52,5,90
1375194,2 bed modern new North End Boston,6274286,Florence,,North End,42.36651,-71.05284,Entire home/apt,399,7,20,2015-10-11,0.28,1,365
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32465,-71.08869,Private room,75,28,17,2019-05-27,0.24,5,166
1425973,Historic brick Victorian row house ,1015632,Kevin,,South End,42.33937,-71.08026,Private room,350,2,23,2018-10-25,0.33,1,89
1426754,Boston Best furnished Studio (H2a),5578043,Dror,,North End,42.36482,-71.05371,Entire home/apt,99,2,217,2019-06-06,3.07,10,318
